DivisionNm,OTH,ALP,LNP,PartyAb,Year
GRAYNDLER,10.4,60.3,29.3,ALP,1984
GRAYNDLER,12.5,52.7,34.9,ALP,1987
GRAYNDLER,20.9,52,27.2,ALP,1990
GREENWAY,14.7,56.8,28.5,ALP,1984
GREENWAY,0,59.9,40.1,ALP,1987
GREENWAY,14.8,49.9,35.3,ALP,1990
GREY,4.2,49.4,46.4,ALP,1975
GREY,5,46.7,48.3,ALP,1977
GREY,4.6,50.1,45.3,ALP,1980
GREY,9.2,51,39.9,ALP,1983
GREY,6,52.5,41.5,ALP,1984
GREY,6.1,51.9,42.1,ALP,1987
GREY,17,47.7,35.2,ALP,1990
GRIFFITH,1.8,41.6,56.6,LNP,1975
GRIFFITH,9.7,47,43.2,ALP,1977
GRIFFITH,8.3,55.8,35.9,ALP,1980
GRIFFITH,9.1,57.9,32.9,ALP,1983
GRIFFITH,6.1,54.4,39.4,ALP,1984
GRIFFITH,7.6,54.5,38,ALP,1987
GRIFFITH,14.8,49.8,35.3,ALP,1990
GROOM,3.6,31.5,64.9,LNP,1984
GROOM,5.4,32.4,62.2,LNP,1987
GROOM,11.7,31.1,57.2,LNP,1990
GWYDIR,1.5,36.5,62,LNP,1975
GWYDIR,8.2,32.7,59,LNP,1977
GWYDIR,6,35.5,58.4,LNP,1980
GWYDIR,5.4,37.6,57,LNP,1983
GWYDIR,4.7,40.6,54.7,LNP,1984
GWYDIR,5.9,36.9,57.2,LNP,1987
GWYDIR,14.9,33.4,51.8,LNP,1990
HAWKER,6.6,49.4,44,ALP,1975
HAWKER,11.2,44.8,44,ALP,1977
HAWKER,8.3,49.4,42.3,ALP,1980
HAWKER,9,52.1,38.8,ALP,1983
HAWKER,7.7,49.2,43.2,ALP,1984
HAWKER,8,46.2,45.8,ALP,1987
HAWKER,16.4,40.5,43.1,LNP,1990
HENTY,4.7,43.8,51.5,LNP,1975
HENTY,13.5,41.5,45,LNP,1977
HENTY,8.6,49.1,42.3,ALP,1980
HENTY,6.5,54.7,38.8,ALP,1983
HENTY,8.2,50.5,41.3,ALP,1987
HENTY,6.9,52.9,40.2,ALP,1984
HERBERT,0,42,58,LNP,1975
HERBERT,9.3,37,53.7,LNP,1977
HERBERT,5.6,46.5,47.9,LNP,1980
HERBERT,2.3,50.2,47.5,ALP,1983
HERBERT,3.9,50.3,45.8,ALP,1984
HERBERT,5.1,51.1,43.8,ALP,1987
HERBERT,11.2,45.8,43,ALP,1990
HIGGINS,6.7,32.6,60.7,LNP,1975
HIGGINS,18.5,26.2,55.2,LNP,1977
HIGGINS,8.7,34.4,57,LNP,1980
HIGGINS,6.9,37.9,55.2,LNP,1983
HIGGINS,6.9,33.4,59.6,LNP,1984
HIGGINS,8.5,32.5,59,LNP,1987
HIGGINS,16.8,27,56.3,LNP,1990
HINDMARSH,6.2,54.4,39.3,ALP,1975
HINDMARSH,12.2,55.2,32.5,ALP,1977
HINDMARSH,13.5,48,38.5,ALP,1980
HINDMARSH,10.5,53.7,35.8,ALP,1983
HINDMARSH,10.9,51.6,37.6,ALP,1984
HINDMARSH,9.8,49,41.2,ALP,1987
HINDMARSH,18.9,43.8,37.3,ALP,1990
HINKLER,4.4,47.1,48.5,LNP,1984
HINKLER,3.2,48.1,48.7,ALP,1987
HINKLER,9.5,47.3,43.2,ALP,1990
HOLT,5.3,46.5,48.2,LNP,1975
HOLT,16.9,40.2,43,LNP,1977
HOLT,9.5,52.1,38.4,ALP,1980
HOLT,6.8,58.5,34.7,ALP,1983
HOLT,6.5,58.7,34.8,ALP,1984
HOLT,7.5,56.1,36.4,ALP,1987
HOLT,20.8,44.8,34.4,ALP,1990
HOTHAM,4.2,41.5,54.3,LNP,1975
HOTHAM,21.5,38.1,40.4,LNP,1977
HOTHAM,12.8,48.5,38.7,ALP,1980
HOTHAM,6.1,56.4,37.5,ALP,1983
HOTHAM,11.6,53.5,34.9,ALP,1984
HOTHAM,7,52.5,40.5,ALP,1987
HOTHAM,19.7,44.1,36.2,ALP,1990
HUGHES,0,59.3,40.7,ALP,1975
HUGHES,15.2,51.7,33.1,OTH,1977
HUGHES,15.2,51.7,33.1,ALP,1977
HUGHES,9.3,57,33.7,ALP,1980
HUGHES,10,61.6,28.4,ALP,1983
HUGHES,7.9,52.5,39.6,ALP,1984
HUGHES,8.5,49.8,41.6,ALP,1987
HUGHES,17,45.1,38,ALP,1990
HUME,0,43,57,LNP,1975
HUME,4.5,38.4,57,LNP,1977
HUME,2.2,41.8,56,LNP,1980
HUME,5.1,40.7,54.2,LNP,1983
HUME,0,39.3,60.7,LNP,1984
HUME,8.9,38.4,52.7,LNP,1987
HUME,13.6,34.8,51.6,LNP,1990
HUNTER,0,68.4,31.6,ALP,1975
HUNTER,11.5,60.7,27.8,ALP,1977
HUNTER,5.6,67.9,26.5,ALP,1980
HUNTER,7.5,68.1,24.5,ALP,1983
HUNTER,4.9,47.3,47.8,ALP,1984
HUNTER,6,48.9,45,ALP,1987
HUNTER,12.6,49.2,38.2,ALP,1990
INDI,6.3,32.2,61.5,LNP,1975
INDI,12.7,25.2,62.1,LNP,1977
INDI,5.6,33.1,61.3,LNP,1980
INDI,3.5,36.1,60.4,LNP,1983
INDI,4.2,34.3,61.6,LNP,1984
INDI,9.2,33.2,57.6,LNP,1987
INDI,25,24.8,50.1,LNP,1990
ISAACS,5.9,40.8,53.2,LNP,1975
ISAACS,21.1,34.6,44.4,LNP,1977
ISAACS,16.9,45.1,38,ALP,1980
ISAACS,6.7,55,38.4,ALP,1983
ISAACS,7.7,50.9,41.4,ALP,1984
ISAACS,7.8,47.7,44.5,ALP,1987
ISAACS,15.6,33.9,50.5,LNP,1990
JAGAJAGA,9.7,53,37.2,ALP,1984
JAGAJAGA,10,51.3,38.8,ALP,1987
JAGAJAGA,19.2,40.4,40.4,ALP,1990
KALGOORLIE,3.1,45.2,51.7,LNP,1975
KALGOORLIE,9,37.4,53.6,LNP,1977
KALGOORLIE,8.3,45.2,46.5,ALP,1980
KALGOORLIE,5.9,56.6,37.5,ALP,1983
KALGOORLIE,7.8,51.3,40.9,ALP,1984
KALGOORLIE,4.4,52.6,43,ALP,1987
KALGOORLIE,15.3,49.5,35.2,ALP,1990
KENNEDY,1.8,35.7,62.5,LNP,1975
KENNEDY,6,32.7,61.4,LNP,1977
KENNEDY,3.8,36,60.2,LNP,1980
KENNEDY,4.8,38.6,56.6,LNP,1983
KENNEDY,2.7,42.9,54.3,LNP,1984
KENNEDY,0,45.1,54.9,LNP,1987
KENNEDY,8.4,44.3,47.3,ALP,1990
KINGSFORD-SMITH,2.5,59.1,38.4,ALP,1975
KINGSFORD-SMITH,6.1,64.4,29.6,ALP,1977
KINGSFORD-SMITH,3.4,69.5,27,ALP,1980
KINGSFORD-SMITH,4.5,70.4,25.1,ALP,1983
KINGSFORD-SMITH,11.3,62.9,25.7,ALP,1984
KINGSFORD-SMITH,7.8,59.7,32.6,ALP,1987
KINGSFORD-SMITH,19.9,52.6,27.5,ALP,1990
KINGSTON,9.9,41.9,48.3,LNP,1975
KINGSTON,12.8,41.9,45.3,LNP,1977
KINGSTON,9,44.7,46.3,LNP,1980
KINGSTON,6.3,50,43.8,ALP,1983
KINGSTON,12.5,50.7,36.7,ALP,1984
KINGSTON,10.2,48.3,41.5,ALP,1987
KINGSTON,29.9,37.1,33,ALP,1990
KOOYONG,8.1,30.3,61.6,LNP,1975
KOOYONG,18.8,25.7,55.6,LNP,1977
KOOYONG,8.5,33.9,57.6,LNP,1980
KOOYONG,7.9,35.8,56.3,LNP,1983
KOOYONG,8,33.3,58.8,LNP,1984
KOOYONG,10.1,30.7,59.1,LNP,1987
KOOYONG,19.1,22.8,58,LNP,1990
LA TROBE,6,43.5,50.5,LNP,1975
LA TROBE,18.2,40.3,41.6,LNP,1977
LA TROBE,14.1,45.2,40.7,ALP,1980
LA TROBE,13.2,52.8,34,ALP,1983
LA TROBE,9.6,54,36.4,ALP,1984
LA TROBE,10.4,50.8,38.7,ALP,1987
LA TROBE,21.5,34.8,43.7,LNP,1990
LALOR,7.2,59.3,33.4,ALP,1975
LALOR,21.5,50.5,28.1,ALP,1977
LALOR,6,68.3,25.6,ALP,1980
LALOR,5.8,68,26.2,ALP,1983
LALOR,5.7,67.2,27.1,ALP,1984
LALOR,8.9,63.8,27.2,ALP,1987
LALOR,20.3,48,31.7,ALP,1990
LANG,5.6,55.1,39.3,ALP,1975
LEICHHARDT,3,46.5,50.6,LNP,1975
LEICHHARDT,6.5,46.3,47.3,LNP,1977
LEICHHARDT,4.8,46.3,48.9,LNP,1980
LEICHHARDT,0,52.1,47.9,ALP,1983
LEICHHARDT,5.6,51,43.3,ALP,1984
LEICHHARDT,3.4,50.8,45.9,ALP,1987
LEICHHARDT,12.1,44.5,43.4,ALP,1990
LILLEY,0,41.7,58.3,LNP,1975
LILLEY,12.1,39.2,48.6,LNP,1977
LILLEY,4.8,48,47.2,ALP,1980
LILLEY,3.5,57.2,39.3,ALP,1983
LILLEY,1.3,54.5,44.2,ALP,1984
LILLEY,0,57.3,42.8,ALP,1987
LILLEY,11.7,50,38.3,ALP,1990
LINDSAY,8.3,57.5,34.2,ALP,1984
LINDSAY,10.7,52.4,36.9,ALP,1987
LINDSAY,19.3,47.9,32.7,ALP,1990
LOWE,3.8,38.8,57.3,LNP,1975
LOWE,8,39.2,52.8,LNP,1977
LOWE,4.8,46.4,48.7,LNP,1980
LOWE,5.5,51.8,42.6,ALP,1983
LOWE,7.1,49.4,43.5,ALP,1984
LOWE,5.8,47.1,47.2,LNP,1987
LOWE,16.3,37.8,45.9,LNP,1990
LYNE,9,31,60,LNP,1975
LYNE,10.2,34,55.8,LNP,1977
LYNE,2.4,37.7,59.9,LNP,1980
LYNE,9.5,40.1,50.4,LNP,1983
LYNE,7.1,39.7,53.2,LNP,1984
LYNE,8.4,36.6,55,LNP,1987
LYNE,15.4,33.4,51.2,LNP,1990
LYONS,5.5,45,49.5,LNP,1984
LYONS,7.8,41.3,50.9,LNP,1987
LYONS,9.5,41.6,49,LNP,1990
MACARTHUR,3.7,45,51.3,LNP,1975
MACARTHUR,7,44.6,48.4,LNP,1977
MACARTHUR,4.8,44,51.2,LNP,1980
MACARTHUR,5,49.5,45.5,ALP,1983
MACARTHUR,11.5,55.5,33,ALP,1984
MACARTHUR,9.7,53.7,36.6,ALP,1987
MACARTHUR,18.9,49.8,31.3,ALP,1990
MACKELLAR,7,31.5,61.4,LNP,1975
MACKELLAR,16.5,28.2,55.4,LNP,1977
MACKELLAR,8.1,31.7,60.2,LNP,1980
MACKELLAR,7.4,36.9,55.6,LNP,1983
MACKELLAR,11,35,54.1,LNP,1984
MACKELLAR,12.1,31.1,56.9,LNP,1987
MACKELLAR,24.3,25.2,50.4,LNP,1990
MACQUARIE,3.2,46.7,50.2,LNP,1975
MACQUARIE,18.8,39.4,41.8,LNP,1977
MACQUARIE,9.4,46.7,44,ALP,1980
MACQUARIE,7.5,57.3,35.3,ALP,1983
MACQUARIE,12.8,40.6,46.6,LNP,1984
MACQUARIE,11,38.7,50.3,LNP,1987
MACQUARIE,21.7,31.4,47,LNP,1990
MAKIN,12,48.2,39.7,ALP,1984
MAKIN,10.8,47.3,41.8,ALP,1987
MAKIN,19.8,40.8,39.3,ALP,1990
MALLEE,6.5,23.4,70.1,LNP,1975
MALLEE,6.1,21.8,72.1,LNP,1977
MALLEE,7.5,23.9,68.6,LNP,1980
MALLEE,3.3,25.1,71.6,LNP,1983
MALLEE,6,25.1,68.8,LNP,1984
MALLEE,4.9,28.4,66.7,LNP,1987
MALLEE,8.4,22.3,69.3,LNP,1990
MARANOA,3.9,27.3,68.8,LNP,1975
MARANOA,7.6,23.7,68.7,LNP,1977
MARANOA,3.9,29.5,66.5,LNP,1980
MARANOA,6.8,30.3,62.9,LNP,1983
MARANOA,5.6,31.5,62.9,LNP,1984
MARANOA,4.1,32.1,63.9,LNP,1987
MARANOA,8.4,31.3,60.3,LNP,1990
MARIBYRNONG,8.4,49.5,42,ALP,1975
MARIBYRNONG,19.7,43.6,36.7,ALP,1977
MARIBYRNONG,10.2,54.6,35.1,ALP,1980
MARIBYRNONG,10.4,56.6,33,ALP,1983
MARIBYRNONG,10.1,54.6,35.3,ALP,1984
MARIBYRNONG,9.8,52.6,37.6,ALP,1987
MARIBYRNONG,13,48.6,38.4,ALP,1990
MAYO,9.1,34,56.8,LNP,1984
MAYO,11.7,30.3,57.9,LNP,1987
MAYO,23.9,23.6,52.5,LNP,1990
MCEWEN,7.9,47,45.1,ALP,1984
MCEWEN,7.7,48.5,43.8,ALP,1987
MCEWEN,14.9,38.3,46.8,LNP,1990
MCMILLAN,4.8,39.6,55.5,LNP,1975
MCMILLAN,20.1,35.4,44.5,LNP,1977
MCMILLAN,12.9,42.9,44.2,ALP,1980
MCMILLAN,7.5,48.3,44.2,ALP,1983
MCMILLAN,7.2,53.5,39.3,ALP,1984
MCMILLAN,7.2,48.9,43.8,ALP,1987
MCMILLAN,14.8,37.9,47.3,LNP,1990
MCPHERSON,3.5,32.1,64.4,LNP,1975
MCPHERSON,12.2,27.6,60.1,LNP,1977
MCPHERSON,25.9,30.8,43.3,LNP,1980
MCPHERSON,6.8,33.8,59.4,LNP,1983
MCPHERSON,4.9,32.2,63,LNP,1984
MCPHERSON,5.3,33.7,61,LNP,1987
MCPHERSON,12.2,32.6,55.2,LNP,1990
MELBOURNE,12.8,59.2,28,ALP,1975
MELBOURNE,22.4,54.1,23.6,ALP,1977
MELBOURNE,11.2,60.7,28.1,ALP,1980
MELBOURNE,12.6,63.7,23.6,ALP,1983
MELBOURNE,12.7,65.1,22.2,ALP,1984
MELBOURNE,10.7,62.6,26.7,ALP,1987
MELBOURNE,22.7,51.3,25.9,ALP,1990
MELBOURNE PORTS,6.2,55.5,38.3,ALP,1975
MELBOURNE PORTS,17,50,33,ALP,1977
MELBOURNE PORTS,9.2,57,33.9,ALP,1980
MELBOURNE PORTS,6.8,59.7,33.5,ALP,1983
MELBOURNE PORTS,10.8,57.1,32.2,ALP,1984
MELBOURNE PORTS,15.2,50.1,34.7,ALP,1987
MELBOURNE PORTS,16.8,39.6,43.6,ALP,1990
MENZIES,8.6,40.8,50.6,LNP,1984
MENZIES,10.2,36.8,53,LNP,1987
MENZIES,13.7,27.9,58.4,LNP,1990
MITCHELL,2.7,35.3,62,LNP,1975
MITCHELL,12.5,27.1,60.4,LNP,1977
MITCHELL,6.1,30.7,63.2,LNP,1980
MITCHELL,5.3,36.3,58.4,LNP,1983
MITCHELL,7.1,25.5,67.5,LNP,1984
MITCHELL,0,27.5,72.5,LNP,1987
MITCHELL,15.1,21.9,62.9,LNP,1990
MONCRIEFF,5.1,36,58.8,LNP,1984
MONCRIEFF,5.4,35.9,58.7,LNP,1987
MONCRIEFF,12.7,33.6,53.6,LNP,1990
MOORE,0,30.6,69.4,LNP,1975
MOORE,16.1,23.8,60,LNP,1977
MOORE,7.8,42.9,49.3,LNP,1980
MOORE,5.2,54.1,40.6,ALP,1983
MOORE,0,55.1,44.9,ALP,1984
MOORE,0,53.7,46.4,ALP,1987
MOORE,19.9,30.9,49.2,LNP,1990
MORETON,2.2,35.9,61.9,LNP,1975
MORETON,9.9,34.1,56,LNP,1977
MORETON,7.1,42.3,50.7,LNP,1980
MORETON,7.8,45.5,46.7,LNP,1983
MORETON,4.9,43.5,51.7,LNP,1984
MORETON,5.9,45.1,49,LNP,1987
MORETON,13.5,42.7,43.9,ALP,1990
MURRAY,5.8,24.3,69.9,LNP,1975
MURRAY,15.3,17,67.7,LNP,1977
MURRAY,7.7,23.9,68.5,LNP,1980
MURRAY,5.1,24.4,70.5,LNP,1983
MURRAY,4.8,24.6,70.5,LNP,1984
MURRAY,8.1,26.3,65.6,LNP,1987
MURRAY,12.4,21,66.6,LNP,1990
NEW ENGLAND,4,33.7,62.3,LNP,1975
NEW ENGLAND,9.3,31.4,59.3,LNP,1977
NEW ENGLAND,9.4,37.9,52.7,LNP,1980
NEW ENGLAND,5.7,44.5,49.8,LNP,1983
NEW ENGLAND,6.6,42.1,51.3,LNP,1984
NEW ENGLAND,12.4,37.5,50.1,LNP,1987
NEW ENGLAND,15.4,34.9,49.7,LNP,1990
NEWCASTLE,1.9,61.9,36.3,ALP,1975
NEWCASTLE,9.4,57.3,33.4,ALP,1977
NEWCASTLE,7.5,58,34.5,ALP,1980
NEWCASTLE,13.1,59.6,27.3,ALP,1983
NEWCASTLE,25,56.7,18.2,ALP,1984
NEWCASTLE,32,51.5,16.5,ALP,1987
NEWCASTLE,31.5,53.7,14.8,ALP,1990
NORTH SYDNEY,3.5,32.7,63.8,LNP,1975
NORTH SYDNEY,15.2,26.2,58.6,LNP,1977
NORTH SYDNEY,8.8,31.2,60,LNP,1980
NORTH SYDNEY,8.1,34.2,57.6,LNP,1983
NORTH SYDNEY,10.4,32.6,57,LNP,1984
NORTH SYDNEY,11.9,29.5,58.5,LNP,1987
NORTH SYDNEY,47.7,11.9,40.4,OTH,1990
NORTHERN TERRITORY,2.4,43.7,53.9,LNP,1975
NORTHERN TERRITORY,9.9,42.6,47.4,LNP,1977
NORTHERN TERRITORY,16,40.4,43.6,LNP,1980
NORTHERN TERRITORY,7.5,46.6,45.9,ALP,1983
NORTHERN TERRITORY,6.2,44.9,48.8,LNP,1984
NORTHERN TERRITORY,17.1,46.9,36,ALP,1987
NORTHERN TERRITORY,9.5,50,40.5,ALP,1990
O'CONNOR,18.3,23.2,58.5,LNP,1980
O'CONNOR,9.6,32,58.5,LNP,1983
O'CONNOR,2.8,27.9,69.3,LNP,1984
O'CONNOR,2.4,25.1,72.6,LNP,1987
O'CONNOR,9.1,20.2,70.7,LNP,1990
OXLEY,2.2,50.2,47.6,ALP,1975
OXLEY,8,55,37,ALP,1977
OXLEY,6.9,64.1,29.1,ALP,1980
OXLEY,5.9,66.9,27.3,ALP,1983
OXLEY,4.7,59.5,35.8,ALP,1984
OXLEY,5.1,59.9,35,ALP,1987
OXLEY,15.1,52.1,32.8,ALP,1990
PAGE,11.4,41.1,47.5,LNP,1984
PAGE,21.9,34,44.2,LNP,1987
PAGE,19,37.9,43,ALP,1990
PARKES,2.9,40.7,56.3,LNP,1984
PARKES,12.9,36.6,50.5,LNP,1987
PARKES,9.5,34.9,55.5,LNP,1990
PARRAMATTA,2.9,40.4,56.7,LNP,1975
PARRAMATTA,8.2,52,39.8,ALP,1977
PARRAMATTA,11.2,54,34.8,ALP,1980
PARRAMATTA,7.2,62.2,30.6,ALP,1983
PARRAMATTA,7,58,35,ALP,1984
PARRAMATTA,8.7,52.5,38.8,ALP,1987
PARRAMATTA,13.2,49.6,37.2,ALP,1990
PATERSON,2.4,42,55.6,LNP,1975
PATERSON,8.1,34.3,57.6,LNP,1977
PATERSON,7.2,37.7,55.1,LNP,1980
PATERSON,4.5,41.5,54.1,LNP,1983
PEARCE,20.3,27.5,52.2,LNP,1990
PERTH,1.4,47.9,50.7,LNP,1975
PERTH,13.9,35.3,50.8,LNP,1977
PERTH,6.1,45.7,48.2,LNP,1980
PERTH,2.8,54.7,42.5,ALP,1983
PERTH,2.6,55.2,42.2,ALP,1984
PERTH,0,55.4,44.6,ALP,1987
PERTH,19,42.6,38.3,ALP,1990
PETRIE,0,37.5,62.5,LNP,1975
PETRIE,13.2,34,52.8,LNP,1977
PETRIE,9.4,42.7,48,LNP,1980
PETRIE,9,47,44.1,ALP,1983
PETRIE,4.8,46.2,49,LNP,1984
PETRIE,6.7,46.2,47.2,ALP,1987
PETRIE,12.2,44.2,43.5,ALP,1990
PHILLIP,2.5,46.9,50.6,LNP,1975
PHILLIP,8,44,48,LNP,1977
PHILLIP,5.4,46,48.7,LNP,1980
PHILLIP,3.9,49.7,46.4,ALP,1983
PHILLIP,8.7,50.2,41.1,ALP,1984
PHILLIP,8.1,49.1,42.8,ALP,1987
PHILLIP,22.4,43.7,34,ALP,1990
PORT ADELAIDE,4.7,60.1,35.1,ALP,1975
PORT ADELAIDE,9.6,60,30.4,ALP,1977
PORT ADELAIDE,8.8,63,28.2,ALP,1980
PORT ADELAIDE,9,68,22.9,ALP,1983
PORT ADELAIDE,9.2,62.2,28.6,ALP,1984
PORT ADELAIDE,8.1,61.3,30.7,ALP,1987
PORT ADELAIDE,14.6,53.5,31.9,ALP,1990
PROSPECT,1.9,57,41.1,ALP,1975
PROSPECT,11.6,54.6,33.8,ALP,1977
PROSPECT,5.5,57.9,36.6,ALP,1980
PROSPECT,2.8,63.1,34.1,ALP,1983
PROSPECT,6.5,66,27.6,ALP,1984
PROSPECT,19.6,52.2,28.2,ALP,1987
PROSPECT,14.4,56,29.7,ALP,1990
RANKIN,5.6,46.7,47.7,ALP,1984
RANKIN,5.7,49.2,45.1,ALP,1987
RANKIN,14.3,46.3,39.4,ALP,1990
REID,4.9,58.9,36.2,ALP,1975
REID,9.4,58.5,32.1,ALP,1977
REID,8.3,61.6,30.1,ALP,1980
REID,10.5,61.7,27.9,ALP,1983
REID,9.6,61.3,29.1,ALP,1984
REID,7,58.4,34.6,ALP,1987
REID,16.6,55.8,27.5,ALP,1990
RICHMOND,4.1,31.8,64.1,LNP,1975
RICHMOND,6.8,31.8,61.4,LNP,1977
RICHMOND,7.1,36,56.9,LNP,1980
RICHMOND,7.3,39.7,53,LNP,1983
RICHMOND,10.6,36.8,52.6,LNP,1984
RICHMOND,13.8,35.2,51.1,LNP,1987
RICHMOND,32.4,26.7,40.9,ALP,1990
RIVERINA,0,38.2,61.8,LNP,1975
RIVERINA,2.5,48.8,48.7,ALP,1977
RIVERINA,3,46.9,50,LNP,1980
RIVERINA,2.2,48.6,49.2,LNP,1983
RIVERINA-DARLING,2.1,44,54,LNP,1984
RIVERINA-DARLING,0,46.5,53.5,LNP,1987
RIVERINA-DARLING,3.6,43.4,52.9,LNP,1990
ROBERTSON,2.5,49.9,47.6,ALP,1975
ROBERTSON,10.2,46.7,43.1,ALP,1977
ROBERTSON,9.2,52.4,38.3,ALP,1980
ROBERTSON,7.1,55,37.8,ALP,1983
ROBERTSON,7.4,55.3,37.3,ALP,1984
ROBERTSON,9.4,49,41.7,ALP,1987
ROBERTSON,25.4,39.1,35.4,ALP,1990
RYAN,4.1,31.9,64,LNP,1975
RYAN,5.8,33.2,61,LNP,1977
RYAN,10.9,34,55.1,LNP,1980
RYAN,11.4,35.6,53.1,LNP,1983
RYAN,8.3,34,57.7,LNP,1984
RYAN,8.5,35.4,56.1,LNP,1987
RYAN,20.7,29.5,49.8,LNP,1990
SCULLIN,8,56.3,35.7,ALP,1975
SCULLIN,14.7,51.8,33.5,ALP,1977
SCULLIN,5.8,67.1,27,ALP,1980
SCULLIN,8.3,66.4,25.3,ALP,1983
SCULLIN,9.9,71.5,18.6,ALP,1984
SCULLIN,7.2,68.7,24,ALP,1987
SCULLIN,16.3,47.9,35.8,ALP,1990
SHORTLAND,2.8,56.9,40.3,ALP,1975
SHORTLAND,10.3,54.5,35.2,ALP,1977
SHORTLAND,11.4,61,27.6,ALP,1980
SHORTLAND,10.9,62.7,26.4,ALP,1983
SHORTLAND,9.6,58.2,32.3,ALP,1984
SHORTLAND,13.4,55,31.6,ALP,1987
SHORTLAND,25.9,51.4,22.7,ALP,1990
ST GEORGE,2.3,48.7,49,LNP,1975
ST GEORGE,7,45.1,47.9,LNP,1977
ST GEORGE,3.8,53.4,42.8,ALP,1980
ST GEORGE,5.4,57.8,36.8,ALP,1983
ST GEORGE,6.7,53,40.2,ALP,1984
ST GEORGE,6.7,49.8,43.4,ALP,1987
ST GEORGE,14.2,49.3,36.6,ALP,1990
STIRLING,2.8,39.3,57.9,LNP,1975
STIRLING,17.7,32.1,50.2,LNP,1977
STIRLING,8.9,42.2,48.9,LNP,1980
STIRLING,4.1,54.5,41.4,ALP,1983
STIRLING,5.1,49.7,45.1,ALP,1984
STIRLING,5.7,49.2,45.1,ALP,1987
STIRLING,17.1,39.8,43.1,ALP,1990
STREETON,8.9,49,42,ALP,1984
STREETON,9.4,46.7,43.9,ALP,1987
STURT,8.6,37.3,54.2,LNP,1975
STURT,13.5,35.6,51,LNP,1977
STURT,8.6,40.5,50.9,LNP,1980
STURT,8.9,42.7,48.4,LNP,1983
STURT,7.2,40.3,52.5,LNP,1984
STURT,9,38.1,53,LNP,1987
STURT,18.5,31.9,49.6,LNP,1990
SWAN,0,47.2,52.8,LNP,1975
SWAN,17.6,39.6,42.9,LNP,1977
SWAN,6.6,53.3,40.1,ALP,1980
SWAN,5.3,62.7,32,ALP,1983
SWAN,5.1,54.2,40.7,ALP,1984
SWAN,4.3,54.6,41.2,ALP,1987
SWAN,21.8,40.5,37.6,ALP,1990
SYDNEY,8.1,66.1,25.8,ALP,1975
SYDNEY,14.1,63.2,22.7,ALP,1977
SYDNEY,15.4,62,22.6,ALP,1980
SYDNEY,11.8,67.2,20.9,ALP,1983
SYDNEY,20.1,57.2,22.7,ALP,1984
SYDNEY,24.2,50.5,25.3,ALP,1987
SYDNEY,27.6,50.8,21.6,ALP,1990
TANGNEY,3.8,41.9,54.4,LNP,1975
TANGNEY,18.1,33.2,48.7,LNP,1977
TANGNEY,9.7,40.3,50.1,LNP,1980
TANGNEY,5.5,49.4,45,ALP,1983
TANGNEY,4.4,40.3,55.3,LNP,1984
TANGNEY,5.7,38.8,55.5,LNP,1987
TANGNEY,17.7,27.4,55,LNP,1990
THROSBY,6.8,57.1,36.1,ALP,1984
THROSBY,7.5,51.4,41.1,ALP,1987
THROSBY,22.1,47.8,30.1,ALP,1990
WAKEFIELD,7.7,26.1,66.2,LNP,1975
WAKEFIELD,8.2,29.9,61.9,LNP,1977
WAKEFIELD,8.5,29,62.5,LNP,1980
WAKEFIELD,5.3,32.9,61.8,LNP,1983
WAKEFIELD,6,33.8,60.2,LNP,1984
WAKEFIELD,5.3,33,61.7,LNP,1987
WAKEFIELD,15.3,29,55.7,LNP,1990
WANNON,5.3,31.4,63.3,LNP,1975
WANNON,12.4,31,56.7,LNP,1977
WANNON,6.5,35.1,58.4,LNP,1980
WANNON,5.2,37.2,57.6,LNP,1983
WANNON,4.5,32,63.6,LNP,1984
WANNON,6.6,33.3,60.2,LNP,1987
WANNON,12.2,30.8,57,LNP,1990
WARRINGAH,1.3,30.3,68.5,LNP,1975
WARRINGAH,12.4,24.7,62.9,LNP,1977
WARRINGAH,9.2,28.4,62.5,LNP,1980
WARRINGAH,4.6,37.3,58,LNP,1983
WARRINGAH,8.6,34.6,56.8,LNP,1984
WARRINGAH,9.1,31.2,59.7,LNP,1987
WARRINGAH,16.7,29.1,54.2,LNP,1990
WENTWORTH,5.4,28.9,65.7,LNP,1975
WENTWORTH,11.1,31.4,57.5,LNP,1977
WENTWORTH,6.2,33.3,60.5,LNP,1980
WENTWORTH,10.4,34.9,54.7,LNP,1983
WENTWORTH,11.8,36.3,51.9,LNP,1984
WENTWORTH,11.1,34.3,54.6,LNP,1987
WENTWORTH,21.8,27.1,51,LNP,1990
WERRIWA,3.6,59.4,37.1,ALP,1975
WERRIWA,10.6,55.5,33.9,ALP,1977
WERRIWA,11.7,57.9,30.4,ALP,1980
WERRIWA,8.5,63.2,28.3,ALP,1983
WERRIWA,7,63.7,29.3,ALP,1984
WERRIWA,0,63.7,36.3,ALP,1987
WERRIWA,18,52,30,ALP,1990
WIDE BAY,3,39.3,57.7,LNP,1975
WIDE BAY,10,36.8,53.2,LNP,1977
WIDE BAY,9.2,40.4,50.4,LNP,1980
WIDE BAY,6.4,44.6,48.9,LNP,1983
WIDE BAY,5,35.9,59.1,LNP,1984
WIDE BAY,4.5,37.5,58.1,LNP,1987
WIDE BAY,15.8,36.9,47.3,LNP,1990
WILLS,7.1,60.2,32.7,ALP,1975
WILLS,15.9,57.6,26.4,ALP,1977
